id,title,genres,averageRating,numVotes,releaseYear
tt4374208,Catastrophe,Comedy,8.2,24936,2015
tt9458304,Dororo,"Action, Adventure, Animation",8.2,24910,2019
tt1844923,Friday Night Dinner,Comedy,8.2,24262,2011
tt4592410,The Get Down,"Drama, Music, Musical",8.2,24171,2016
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,24069,2004
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,23711,2020
tt1693592,Vera,"Crime, Drama, Mystery",8.2,22902,2011
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22638,2014
tt0105929,Absolutely Fabulous,Comedy,8.2,22437,1992
tt6466208,Breathe,"Crime, Drama, Thriller",8.2,22433,2018
tt27668559,Queen of Tears,"Comedy, Drama, Romance",8.2,21637,2024
tt0207275,The 10th Kingdom,"Adventure, Comedy, Family",8.2,21247,2000
tt0108906,The Kingdom,"Comedy, Drama, Fantasy",8.2,21054,1994
tt5673782,Genius,"Biography, Drama, History",8.2,20710,2017
tt8392006,Apharan,"Crime, Thriller",8.2,20499,2018
tt1660055,Scooby-Doo! Mystery Incorporated,"Adventure, Animation, Comedy",8.2,20401,2010
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,19753,2015
tt0106052,Late Night with Conan O'Brien,"Comedy, Music, Talk-Show",8.2,19449,1993
tt1091909,Murdoch Mysteries,"Crime, Drama, Mystery",8.2,19225,2008
tt1988386,Miss Fisher's Murder Mysteries,"Crime, Drama, History",8.2,18547,2012
tt0983983,Shaun the Sheep,"Animation, Comedy, Family",8.2,18508,2007
tt3469052,My Love from Another Star,"Comedy, Drama, Fantasy",8.2,18165,2013
tt1533435,Miranda,Comedy,8.2,18122,2009
tt13024830,Senna,"Biography, Drama, Sport",8.2,17786,2024
tt0083505,The Young Ones,Comedy,8.2,17207,1982
tt0387736,Farscape: The Peacekeeper Wars,"Action, Adventure, Drama",8.2,17207,2004
tt0103352,Are You Afraid of the Dark?,"Drama, Fantasy, Horror",8.2,17030,1990
tt3556920,Wolf Hall,"Biography, Drama, History",8.2,16941,2015
tt35931358,Wolf Hall: The Mirror and the Light on Masterpiece,,8.2,16926,2025
tt30088743,Wolf Hall: The Mirror and the Light,"Biography, Drama, History",8.2,16917,2024
tt0874608,Inspector Lewis,"Crime, Drama, Mystery",8.2,16820,2006
tt7211618,Gentleman Jack,"Biography, Drama, History",8.2,16773,2019
tt2051178,Fate/Zero,"Action, Adventure, Animation",8.2,16056,2011
tt12759100,Somebody Somewhere,"Comedy, Drama",8.2,16028,2022
tt1118804,Clannad,"Animation, Comedy, Drama",8.2,15848,2007
tt5014882,The Durrells,"Biography, Comedy, Drama",8.2,15694,2016
tt15384586,Fellow Travelers,"Drama, Romance",8.2,15336,2023
tt0092379,Inspector Morse,"Crime, Drama, Mystery",8.2,15247,1987
tt9612102,Exit,"Crime, Drama, Thriller",8.2,15168,2019
tt6494622,Made in Heaven,"Drama, Romance",8.2,14929,2019
tt0058805,Get Smart,"Action, Adventure, Comedy",8.2,14569,1965
tt1708446,Taarak Mehta Ka Ooltah Chashmah,"Comedy, Drama, Family",8.2,14039,2008
tt2348803,Kuroko's Basketball,"Animation, Comedy, Sport",8.2,13694,2012
tt0098830,In Living Color,"Comedy, Music",8.2,13679,1990
tt1334722,Baccano!,"Action, Adventure, Animation",8.2,13239,2007
tt1773185,Puella Magi Madoka Magica,"Action, Adventure, Animation",8.2,12658,2011
tt15026724,Our Beloved Summer,"Drama, Romance",8.2,12454,2021
tt0337898,Law of the Lawless,"Action, Crime, Drama",8.2,12279,2002
tt31122777,Say Nothing,"Drama, History, Thriller",8.2,12044,2024
tt0346369,Penn & Teller: Bullshit!,"Comedy, Documentary",8.2,12010,2003
tt0071042,The Rockford Files,"Crime, Drama, Mystery",8.2,11913,1974
tt2544148,20 Dakika,"Action, Drama, Romance",8.2,11742,2013
tt0197159,Home Movies,"Animation, Comedy, Drama",8.2,11523,1999
tt6112556,Yuri!!! On Ice,"Animation, Comedy, Drama",8.2,11500,2016
tt2432604,Toast of London,Comedy,8.2,11423,2012
tt0081873,Hill Street Blues,"Crime, Drama, Mystery",8.2,11279,1981
tt13718450,86,"Action, Animation, Drama",8.2,11126,2021
tt1178522,Little Dorrit,"Drama, Mystery, Romance",8.2,11100,2008
tt13024974,D.P.,"Action, Crime, Drama",8.2,10873,2021
tt4343334,For My Son,"Crime, Drama",8.2,10717,2015
tt1138475,The Guild,"Comedy, Short",8.2,10668,2007
tt8050740,Amphibia,"Action, Adventure, Animation",8.2,10584,2019
tt20449048,Feels Like Home,Comedy,8.2,10582,2022
tt1055238,Would I Lie to You?,"Comedy, Game-Show",8.2,10461,2007
tt5754602,4 Blocks,"Crime, Drama",8.2,10224,2017
tt0337792,Wire in the Blood,"Crime, Drama, Mystery",8.2,10163,2002
tt1520211,The Walking Dead,"Drama, Horror, Thriller",8.1,1145562,2010
tt0898266,The Big Bang Theory,"Comedy, Romance",8.1,909933,2007
tt0182576,Family Guy,"Animation, Comedy",8.1,378230,1999
tt0452046,Criminal Minds,"Crime, Drama, Mystery",8.1,231316,2005
tt0165598,That '70s Show,"Comedy, Drama, Romance",8.1,194901,1998
tt14688458,Silo,"Drama, Mystery, Sci-Fi",8.1,187178,2023
tt11691774,Only Murders in the Building,"Comedy, Crime, Drama",8.1,186557,2021
tt1219024,Castle,"Comedy, Crime, Drama",8.1,181493,2009
tt3205802,How to Get Away with Murder,"Crime, Drama, Mystery",8.1,173864,2014
tt7016936,Killing Eve,"Action, Adventure, Drama",8.1,146823,2018
tt0203259,Law & Order: Special Victims Unit,"Crime, Drama, Mystery",8.1,137121,1999
tt2294189,The Fall,"Crime, Drama, Thriller",8.1,126546,2013
tt4301160,Black Bird,"Biography, Crime, Drama",8.1,126317,2022
tt2188671,Bates Motel,"Drama, Horror, Mystery",8.1,121940,2013
tt0092400,Married... with Children,Comedy,8.1,115079,1987
tt2879552,11.22.63,"Drama, Mystery, Romance",8.1,109844,2016
tt15677150,Shrinking,"Comedy, Drama",8.1,101336,2023
tt5114356,Legion,"Action, Drama, Sci-Fi",8.1,100913,2017
tt24053860,The Day of the Jackal,"Action, Crime, Drama",8.1,100883,2024
tt0312172,Monk,"Comedy, Crime, Drama",8.1,98737,2002
tt0758790,The Tudors,"Drama, History, Romance",8.1,84663,2007
tt7772588,For All Mankind,"Drama, Sci-Fi",8.1,79838,2019
tt8690918,Resident Alien,"Comedy, Drama, Mystery",8.1,75602,2021
tt0106145,Star Trek: Deep Space Nine,"Action, Adventure, Drama",8.1,74401,1993
tt0374455,Stargate: Atlantis,"Action, Adventure, Drama",8.1,73945,2004
tt5618256,Manhunt,"Biography, Crime, Drama",8.1,65710,2017
tt18923754,Daredevil: Born Again,"Action, Crime, Drama",8.1,65655,2025
tt2930604,Star Wars: Rebels,"Action, Adventure, Animation",8.1,64296,2014
tt0852863,Phineas and Ferb,"Action, Adventure, Animation",8.1,62766,2007
tt11016042,Ripley,"Crime, Drama, Thriller",8.1,61539,2024
tt4047038,Dirk Gently's Holistic Detective Agency,"Action, Adventure, Comedy",8.1,60428,2016
tt16283804,One Day,"Comedy, Drama, Romance",8.1,60067,2024
tt4687880,Goliath,Drama,8.1,60063,2016
tt2235759,The Great,"Biography, Comedy, Drama",8.1,59675,2020
tt8634332,The Righteous Gemstones,"Comedy, Drama",8.1,58540,2019
tt1610527,Workaholics,Comedy,8.1,57863,2011
tt3281796,Power,"Crime, Drama",8.1,56004,2014
tt22014226,Taaza Khabar,"Action, Comedy, Drama",8.1,55836,2023
tt8788458,The Promised Neverland,"Action, Adventure, Animation",8.1,53287,2019
tt2887954,Tokyo Vice,"Crime, Drama, Thriller",8.1,53034,2022
tt2805096,Chicago P.D.,"Action, Crime, Drama",8.1,49350,2014
tt0105958,Boy Meets World,"Comedy, Drama, Family",8.1,48397,1993
tt0348913,Dead Like Me,"Comedy, Drama, Fantasy",8.1,45200,2003
tt2452242,Happy!,"Action, Comedy, Crime",8.1,44737,2017
tt3061046,Steven Universe,"Action, Adventure, Animation",8.1,43361,2013
tt4406178,The Gilded Age,Drama,8.1,42309,2022
tt1615919,Raising Hope,"Comedy, Family",8.1,42252,2010
tt8749198,Daisy Jones & The Six,"Drama, Music, Romance",8.1,42037,2023
tt20723374,Star Wars: Tales of the Jedi,"Action, Adventure, Animation",8.1,40948,2022
tt14524712,Beckham,"Biography, Documentary, Sport",8.1,38855,2023
tt7768848,Wild Wild Country,"Crime, Documentary",8.1,37087,2018
tt2616280,Derek,"Comedy, Drama",8.1,36787,2012
tt9679542,Dr. Stone,"Action, Adventure, Animation",8.1,35078,2019
tt1492179,Strike Back,"Action, Drama, Thriller",8.1,34602,2010
tt14819828,Business Proposal,"Comedy, Drama, Romance",8.1,34255,2022
tt6877772,American Vandal,"Comedy, Crime, Drama",8.1,34169,2017
tt5607616,Re: Zero - Starting Life in Another World,"Adventure, Animation, Drama",8.1,34100,2016
tt0830361,The Lost Room,"Action, Fantasy, Mystery",8.1,34074,2006
tt4998350,The Deuce,"Crime, Drama, Mystery",8.1,33695,2017
tt0914387,Damages,"Crime, Drama, Mystery",8.1,32337,2007
tt0147746,Batman Beyond,"Action, Adventure, Animation",8.1,31953,1999
tt3877200,The Missing,"Crime, Drama, Mystery",8.1,31634,2014
tt8332438,ZeroZeroZero,"Crime, Drama, Thriller",8.1,31341,2019
tt12920838,The Frog,"Crime, Drama, Mystery",8.1,31170,2020
tt0318997,Angels in America,"Drama, Fantasy, Romance",8.1,30828,2003
tt3228420,You're the Worst,"Comedy, Drama, Romance",8.1,29238,2014
tt16867040,Cunk on Earth,Comedy,8.1,29039,2022
tt0118298,Daria,"Animation, Comedy, Drama",8.1,28369,1997
tt3910804,War & Peace,"Drama, History, Romance",8.1,28285,2016
tt4524056,Vis a vis,"Drama, Thriller",8.1,27971,2015
tt11204260,I May Destroy You,Drama,8.1,27410,2020
tt3502172,Mozart in the Jungle,"Comedy, Drama, Music",8.1,26589,2014
tt15222080,Blue Lock,"Animation, Sport, Thriller",8.1,25759,2022
tt0425118,I Know This Much Is True,Drama,8.1,25381,2020
tt23649128,The Studio,"Comedy, Drama",8.1,24461,2025
tt2379308,Psycho-Pass,"Action, Animation, Crime",8.1,24336,2012
tt2543328,TURN: Washington's Spies,"Drama, History, War",8.1,24312,2014
tt0421384,The Valley of the Wolves,"Action, Crime, Drama",8.1,24122,2003
tt0460690,The Unit,"Action, Drama, Thriller",8.1,23992,2006
tt5024912,Insecure,"Comedy, Drama, Romance",8.1,23824,2016
tt8080122,Godfather of Harlem,"Crime, Drama",8.1,23770,2019
tt0883772,Man vs. Wild,"Adventure, Reality-TV",8.1,23613,2006
tt2183641,Ripper Street,"Crime, Drama, Mystery",8.1,23433,2012
tt11239552,Itaewon Class,"Drama, Romance",8.1,22971,2020
tt6051216,Insider,"Action, Crime, Drama",8.1,22565,2016
tt12197698,Leverage: Redemption,"Crime, Mystery, Thriller",8.1,21633,2021
tt9095260,Criminal Justice,"Crime, Drama, Mystery",8.1,20965,2019
tt7745956,She-Ra and the Princesses of Power,"Action, Adventure, Animation",8.1,20957,2018
tt0279077,FLCL,"Action, Animation, Comedy",8.1,20914,2000
tt13911284,Hell's Paradise: Jigokuraku,"Action, Adventure, Animation",8.1,20877,2023
tt6263222,Strong Girl Bong-soon,"Comedy, Crime, Drama",8.1,20866,2017
tt9054364,That Time I Got Reincarnated as a Slime,"Action, Adventure, Animation",8.1,19912,2018
tt5339440,One Day at a Time,"Comedy, Drama",8.1,19229,2017
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,19023,2023
tt0115378,Superman: The Animated Series,"Action, Adventure, Animation",8.1,18764,1996
tt1833285,Boss,"Crime, Drama",8.1,18690,2011
tt10314462,Zoey's Extraordinary Playlist,"Comedy, Drama, Musical",8.1,18675,2020
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18656,2009
tt11228748,The King: Eternal Monarch,"Fantasy, Mystery, Romance",8.1,18263,2020
tt26737616,Pluto,"Action, Animation, Drama",8.1,17420,2023
tt0080274,Shogun,"Adventure, Drama, History",8.1,17256,1980
tt1913273,Anohana: The Flower We Saw That Day,"Adventure, Animation, Drama",8.1,17252,2011
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,17119,2015
tt14466018,Blue Lights,"Crime, Drama, Thriller",8.1,16870,2023
tt1515193,The Big C,"Comedy, Drama",8.1,16538,2010
tt0063951,Sesame Street,"Adventure, Animation, Comedy",8.1,16339,1969
tt10220588,Hotel Del Luna,"Action, Comedy, Drama",8.1,16167,2019
tt27846061,Ludwig,"Comedy, Crime, Drama",8.1,16027,2024
tt8324422,PEN15,"Comedy, Drama",8.1,15333,2019
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,14805,2021
tt11822998,The Trials of Gabriel Fernandez,"Crime, Documentary",8.1,14741,2020
tt5766194,Legend of the Blue Sea,"Comedy, Drama, Fantasy",8.1,14710,2016
tt0805661,The Black Donnellys,"Crime, Drama",8.1,14552,2007
tt10691770,Helluva Boss,"Action, Animation, Comedy",8.1,14282,2019
tt18228732,Colin from Accounts,"Comedy, Drama, Romance",8.1,13879,2022
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,13427,2019
tt23037654,Khakee: The Bihar Chapter,"Action, Crime, Drama",8.1,13388,2022
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13332,2022
tt1086191,Outnumbered,"Comedy, Drama",8.1,13086,2007
tt0816397,Ouran High School Host Club,"Animation, Comedy, Romance",8.1,12778,2006
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12544,1985
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,12542,2022
tt1008108,Ashes to Ashes,"Crime, Drama, Fantasy",8.1,11707,2008
tt6078096,High Maintenance,"Comedy, Drama",8.1,11354,2016
tt8026448,Tacoma FD,Comedy,8.1,11258,2019
tt6824234,Fight for My Way,"Comedy, Romance",8.1,11234,2017
tt11761194,Power Book IV: Force,"Crime, Drama",8.1,10928,2022
tt20873118,Suzhal - The Vortex,"Crime, Drama, Thriller",8.1,10776,2022
tt1618952,Gönülçelen,"Drama, Music",8.1,10716,2010
tt1973692,Rita,"Comedy, Drama",8.1,10586,2012
tt7889220,Dirty Money,"Crime, Documentary",8.1,10532,2018
tt2582590,Vicious,Comedy,8.1,10498,2013
tt8515016,Banana Fish,"Action, Adventure, Animation",8.1,10349,2018
tt0384746,Kenny vs. Spenny,"Comedy, Game-Show, Reality-TV",8.1,10117,2002
tt10919420,Squid Game,"Action, Drama, Mystery",8,666593,2021
tt13443470,Wednesday,"Comedy, Crime, Fantasy",8,420363,2022
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,376587,2016
tt2372162,Orange Is the New Black,"Comedy, Crime, Drama",8,329441,2013
tt13406094,The White Lotus,"Comedy, Drama",8,281656,2021
tt9288030,Reacher,"Action, Crime, Drama",8,267329,2022
tt6257970,The End of the F***ing World,"Adventure, Comedy, Crime",8,235988,2017
tt5057054,Tom Clancy's Jack Ryan,"Action, Crime, Drama",8,185419,2018
tt13210838,The Gentlemen,"Action, Comedy, Crime",8,163392,2024
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,161428,2018
tt14403178,Beef,"Comedy, Drama",8,152421,2023
tt1235099,Lie to Me,"Crime, Drama, Mystery",8,131960,2009
tt2649356,Sharp Objects,"Crime, Drama, Mystery",8,129738,2018
tt6470478,The Good Doctor,Drama,8,123213,2017
tt14164730,Dexter: New Blood,"Crime, Drama, Mystery",8,121982,2021
tt1869454,Good Omens,"Comedy, Drama, Fantasy",8,119256,2019
tt1399664,The Night Manager,"Crime, Drama, Mystery",8,111219,2016
tt5691552,The Orville,"Adventure, Comedy, Drama",8,105340,2017
tt7587890,The Rookie,"Action, Crime, Drama",8,100506,2018
tt16358384,Tulsa King,"Crime, Drama",8,99055,2022
tt9815454,Unorthodox,Drama,8,96649,2020
tt0810788,Burn Notice,"Action, Crime, Drama",8,81252,2007
tt17491088,The Diplomat,"Drama, Thriller",8,80741,2023
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,75190,2020
tt24069848,American Primeval,"Action, Drama, Thriller",8,70428,2025
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,69102,2016
tt2261391,Chicago Fire,"Action, Drama",8,69023,2012
tt11318602,Don't F**k with Cats: Hunting an Internet Killer,"Crime, Documentary, Mystery",8,66292,2019
tt0083399,Cheers,"Comedy, Drama",8,65643,1982
tt0072562,Saturday Night Live,"Comedy, Music",8,55769,1975
tt5770786,GLOW,"Comedy, Drama, Sport",8,52844,2017
tt7661390,Gangs of London,"Action, Crime, Drama",8,49107,2020
tt9244578,Rise of Empires: Ottoman,"Documentary, Drama, History",8,43965,2020
tt4326894,F Is for Family,"Animation, Comedy, Drama",8,43047,2015
tt2712740,The Goldbergs,Comedy,8,42793,2013
tt0084988,Blackadder,Comedy,8,42615,1982
tt5011816,Sneaky Pete,"Comedy, Crime, Drama",8,42615,2015
tt6873658,The Mechanism,"Crime, Drama, Thriller",8,36990,2018
tt0092345,DuckTales,"Action, Adventure, Animation",8,36533,1987
tt1064899,Queen of the South,"Action, Crime, Drama",8,36361,2016
tt3766376,Vice Principals,Comedy,8,35636,2016
tt1453159,The Pillars of the Earth,"Drama, Romance, Thriller",8,34535,2010
tt6586318,Patrick Melrose,Drama,8,34165,2018
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,32964,2017
tt12682218,Scenes from a Marriage,Drama,8,31923,2021
tt11639952,Young Rock,"Biography, Comedy",8,30741,2021
tt0096708,Tales from the Crypt,"Comedy, Crime, Fantasy",8,28516,1989
tt8201186,The Capture,"Crime, Mystery, Thriller",8,26588,2019
tt6792200,The Keepers,"Crime, Documentary, Mystery",8,26420,2017
tt3561180,Trapped,"Crime, Drama, Mystery",8,26056,2015
tt1001482,United States of Tara,"Comedy, Drama, Romance",8,25896,2009
tt0086817,The Transformers,"Action, Adventure, Animation",8,24642,1984
tt0370194,Reno 911!,"Comedy, Crime",8,24379,2003
tt10050772,I Think You Should Leave with Tim Robinson,Comedy,8,24018,2019
tt4051832,Lovesick,Comedy,8,23507,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,23485,2020
tt27713897,Arnold,"Biography, Documentary",8,23296,2023
tt0057729,The Addams Family,"Comedy, Family, Horror",8,22962,1964
tt27121273,Assasination Classroom,"Animation, Comedy, Family",8,22662,2015
tt8242904,What's Wrong with Secretary Kim,"Comedy, Mystery, Romance",8,22446,2018
tt2521668,The Returned,"Drama, Fantasy, Horror",8,21809,2012
tt7375404,Kidding,"Comedy, Drama",8,20875,2018
tt8993398,Rascal Does Not Dream of Bunny Girl Senpai,"Animation, Drama, Fantasy",8,20819,2018
tt7157248,The New Pope,Drama,8,19876,2020
tt0500092,Serial Experiments Lain,"Animation, Drama, Horror",8,19840,1998
tt0377260,Shameless,"Comedy, Crime, Drama",8,19808,2004
tt13103134,Horimiya,"Animation, Comedy, Drama",8,19781,2021
tt0108783,Gargoyles,"Action, Adventure, Animation",8,19502,1994
tt0241088,Da Ali G Show,Comedy,8,18713,2000
tt6474236,The Looming Tower,"Drama, History",8,18588,2018
tt4384086,Life in Pieces,Comedy,8,18259,2015
tt0112095,NewsRadio,"Comedy, Romance",8,18155,1995
tt6162588,Brave and Beautiful,"Drama, Romance",8,17562,2016
tt13444408,Kin,"Crime, Drama",8,17491,2021
tt7649694,Ramy,"Comedy, Drama, Romance",8,17423,2019
tt12867810,Start-Up,"Comedy, Drama, Romance",8,17188,2020
tt0108981,The Vicar of Dibley,Comedy,8,16376,1994
tt5797194,W,"Action, Comedy, Drama",8,16306,2016
tt0985344,Claymore,"Action, Adventure, Animation",8,16249,2007
tt3829868,Looking for Alaska,"Drama, Romance",8,15742,2019
tt4445154,Deutschland 83,"Drama, Romance, Thriller",8,15638,2015
tt0433722,Paranoia Agent,"Animation, Drama, Horror",8,15560,2004
tt18926162,Tomorrow,"Action, Comedy, Drama",8,15002,2022
tt2980696,Quarry,"Crime, Drama, Thriller",8,14949,2016
tt22373148,Karm Yuddh,Drama,8,14889,2022
tt15282746,Drops of God,Drama,8,14843,2023
tt14479078,Candy,Thriller,8,14755,2021
tt20285780,The Artful Dodger,"Crime, Drama, History",8,14722,2023
tt2548418,Jonathan Strange & Mr Norrell,"Fantasy, War",8,14560,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,14176,2020
tt4452630,Code Black,Drama,8,13945,2015
tt2314952,Comedians in Cars Getting Coffee,"Comedy, Family, Talk-Show",8,13924,2012
tt4731072,Food Wars: Shokugeki no Soma,"Animation, Comedy, Drama",8,13885,2015
tt9778022,Abhay,"Crime, Thriller",8,13723,2019
tt0847150,Sense & Sensibility,"Drama, Romance",8,13616,2008
tt13273826,The Uncanny Counter,"Action, Fantasy, Horror",8,13545,2020
tt11147852,Dorohedoro,"Action, Animation, Comedy",8,13450,2020
tt9022422,The Tattooist of Auschwitz,"Drama, History, Romance",8,12692,2024
tt0772145,Wolverine and the X-Men,"Action, Adventure, Animation",8,12538,2008
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12519,2016
tt5332732,Shahrzad,"Drama, History, Romance",8,12514,2015
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12416,2000
tt4855114,Good Behavior,"Crime, Drama, Mystery",8,12375,2016
tt15392100,The Billion Dollar Code,"Biography, Crime, Drama",8,12241,2021
tt1778108,The Hour,Drama,8,12203,2011
tt16227240,The Great Weddings of Munnes,"Comedy, Drama",8,12114,2022
tt0081874,The Hitch Hiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi",8,12109,1981
tt0197182,Third Watch,"Action, Crime, Drama",8,12027,1999
tt0077097,WKRP in Cincinnati,Comedy,8,11977,1978
tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary, Music",8,11890,2022
tt1843678,Scott & Bailey,"Crime, Drama, Mystery",8,11767,2011
tt6905756,Pagan Peak,"Crime, Drama, Mystery",8,11652,2018
tt1621748,Ugly Americans,"Animation, Comedy, Fantasy",8,11431,2010
tt19072562,Kaala Paani,"Drama, Thriller",8,11293,2023
tt31183656,Maamla Legal Hai,"Comedy, Drama",8,11280,2024
tt21621494,Delicious in Dungeon,"Adventure, Animation, Comedy",8,11011,2024
tt6554240,Heels,"Drama, Sport",8,10916,2021
tt0118475,Spawn,"Action, Adventure, Animation",8,10911,1997
tt5580664,Voltron: Legendary Defender,"Action, Adventure, Animation",8,10389,2016
tt8005374,Explained,Documentary,8,10211,2018
tt8078816,Something in the Rain,"Drama, Romance",8,10105,2018
tt5180504,The Witcher,"Action, Adventure, Drama",7.9,596515,2019
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,397627,2021
tt1844624,American Horror Story,"Drama, Horror, Sci-Fi",7.9,355020,2011
tt2741602,The Blacklist,"Crime, Drama, Mystery",7.9,290982,2013
tt0844441,True Blood,"Drama, Fantasy, Mystery",7.9,266440,2008
tt2261227,Altered Carbon,"Action, Adventure, Drama",7.9,197046,2018
tt0098800,The Fresh Prince of Bel-Air,Comedy,7.9,149445,1990
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,136230,2011
tt15567174,The Fall of the House of Usher,"Drama, Horror, Mystery",7.9,126235,2023
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,123518,2012
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,119894,2005
